Internal_Site_ID,Kabupaten/Kota,CityCode,RegionalCode,Alamat1,Alamat2,Alamat3,Alamat4,SiteName,Funcloc
PRW-03-003,Kabupaten Pringsewu,PRW,3,DESA TAMBAKREJO,DESA TAMBAKREJO,KEC PRINGSEWU,PRINGSEWU,KENNEDY PLC,100000002894
PRW-03-004,Kabupaten Pringsewu,PRW,3,SINAR BARU RT001/RW002,DS. SINAR BARU,KEC. SUKOHARJO,PRINGSEWU,SCOTT LTD,100000014769
PSN-07-001,Kota Pasuruan,PSN,7,JL. GONDANG Â€“ GRATI,GRATI,GRATI,PASURUAN,HARPER PLC,100000000651
PSN-07-002,Kota Pasuruan,PSN,7,DESA SUNG KULON,DESA SUNG KULON,KECAMATAN POHJENTREK,PASURUAN,BAILEY INC,100000000652
PSN-07-003,Kota Pasuruan,PSN,7,LINK.AWAL INDAH RT.001 RW.001,DESA BAYEMAN,KEC.GONDANG WETAN,PASURUAN,CURTIS INC,100000000653
PSN-07-004,Kota Pasuruan,PSN,7,"DSN GENDANG LEGI RT,02 RW.11",DESA CANGKRING,KEC.BEJI,PASURUAN,BELL LLC,100000000654
PSN-07-005,Kota Pasuruan,PSN,7,DUSUN CURAH BUNTUNG RT 4 RW 4,DESA SUMBER PITU,SUMBER PITU,PASURUAN,RHODES GROUP,100000002895
PSN-07-006,Kota Pasuruan,PSN,7,JL. KEMARI DSN KEMIRI,KEL. WONOKOYO BEJI,PASURUAN,PASURUAN,"OLSON, REYES AND MOSLEY",100000002896
PSN-07-007,Kota Pasuruan,PSN,7,DSN.BAMBON RT.02 RW.05,DESA TREWANG,KEC.GRATI,PASURUAN,"FISHER, LYNCH AND WHITE",100000002910
PSN-07-008,Kota Pasuruan,PSN,7,JL.SENGON AGUNG RT.03 RW.04,DESA SENGONAGUNG,KEC.PURWOSARI,PASURUAN,"CLAYTON, SANTOS AND STEVENS",100000002911
PSN-07-009,Kota Pasuruan,PSN,7,JL.PEGADAIAN DUSUN KEBONWAGEN RT04 RW11,TEJOWANGI,PURWOSARI,PASURUAN,PERRY PLC,100000002912
PSN-07-010,Kota Pasuruan,PSN,7,DUSUN WONOANYAR RT 04 RW 09,KEL. KARANGJATI ANYAR,KEC. WONOREJO,PASURUAN,"STAFFORD, REID AND RIVERA",100000002913
PSN-07-011,Kota Pasuruan,PSN,7,"JALAN PURWOASRI-GEMPOL,","KEL. KEPULUNGAN,",KEC. GEMPOL,PASURUAN,"GALVAN, SOLIS AND BROWN",100000003955
PSN-07-012,Kota Pasuruan,PSN,7,RANDUPITU GEMPOL (PANDAAN-GN GANGSIR),RANDUPITU,GEMPOL,PASURUAN,"MEYER, OSBORN AND EVANS",100000005006
PSN-07-013,Kota Pasuruan,PSN,7,"RT 25/ RW 10, KEDAWANG,",DSN SUMUR LECEN,KEC. NGULING,PASURUAN,NUNEZ-WILLIAMS,100000006324
PSN-07-014,Kota Pasuruan,PSN,7,"KARANG PANDAN RT 002 RW 004,","DESA KARANG PANDAN,",KEC. REJOSO,PASURUAN,KAUFMAN-TAYLOR,100000006325
PSN-07-015,Kota Pasuruan,PSN,7,JOYOMULYO RT01 RW07,DESA KEDAWUNG KULON,KEC.GRATI,PASURUAN,HAMPTON PLC,100000006326
PSN-07-016,Kota Pasuruan,PSN,7,"RT 3/RW3 SAMBISIRAH, WONOREJO PASURUAN",SAMBISIRAH,WONOREJO,PASURUAN,GARDNER-NORMAN,100000010770
PSN-07-017,Kota Pasuruan,PSN,7,JL. RAYA PURWOSARI RT : 002 RW : 002,PURWOSARI,PURWOSARI,"PASURUAN, KOTA",REESE-MILLER,100000012402
PSN-07-018,Kota Pasuruan,PSN,7,JL. TLOGOSARI RT01 RW01,DESA TLOGOSARI,KEC. TOSARI,"PASURUAN, KOTA","THOMPSON, ROBERTS AND CHANG",100000013123
PSN-07-019,Kota Pasuruan,PSN,7,JL. JAMBU 1 RT03 RW02,DESA PANDAAN,KEC. PANDAAN,"PASURUAN, KOTA",ROBLES AND SONS,100000013124
PSN-07-020,Kota Pasuruan,PSN,7,JL. WIJAYA KUSUMA RT02 RW03,DESA PRIGEN,KEC. PRIGEN,"PASURUAN, KOTA",RAMIREZ GROUP,100000013126
PSN-07-021,Kota Pasuruan,PSN,7,RT.07 RW.14,DS. POH GADING,KEC. PASERPAN,PASURUAN,"JACKSON, HAWKINS AND KING",100000014772
PSN-07-022,Kota Pasuruan,PSN,7,JL. SUKARNO DUSUN PADANG REJO RT01/RW02,KEL GADING REJO,KEC. GADING REJO,PASURUAN,"WEBSTER, GUERRA AND GALLAGHER",100000019524
PSN-07-023,Kota Pasuruan,PSN,7,DUSUN GEMPOL DESA KEJAPANAN KEC. PANDAAN,KEJAPANAN,PANDAAN,PASURUAN,LEON INC,100000038803
PSN-07-024,Kota Pasuruan,PSN,7,DUSUN PAKEBO KEL.ORO-ORO KULON KEC.REMBA,ORO-ORO KULON,REMBANG,PASURUAN,NEWMAN LTD,100000054391
PSO-10-001,Kabupaten Poso,PSO,10,JLN. TRANSULAWESI PANDAYORA,DESA PANDAYORA,KEC. PAMONA,POSO,MCCULLOUGH-SCHROEDER,100000002899
PSO-10-002,Kabupaten Poso,PSO,10,JL. PULAWO MENTAWI,KEL.KAYAMANYA,KEC.POSO,POSO,KING-SHORT,100000002900
PSO-10-003,Kabupaten Poso,PSO,10,JL. USBAH RT06/RW03,DESA SILANCA,KEC. LAGE,POSO,"FREEMAN, EVANS AND FLORES",100000002901
PSO-10-004,Kabupaten Poso,PSO,10,JL. TRANS PALU-MORUWALI,DESA KAMBA,KEC PAMONA TIMUR,POSO,NASH-SWANSON,100000002902
PSO-10-005,Kabupaten Poso,PSO,10,"DESA BARIRI RT.004,",DESA BARIRI,KECAMATAN LORE TENGAH,POSO,"ORR, WHITE AND CARRILLO",100000002903
PSO-10-006,Kabupaten Poso,PSO,10,"RT03/RW01, POSO PESISIR",DESA TIWA,POSO,POSO,NELSON-SHEPARD,100000002904
PSO-10-007,Kabupaten Poso,PSO,10,RT.2 RW.1,"DESA DIDIRI,","KEC. PAMONA TIMUR,",POSO,MATTHEWS-RYAN,100000004992
PSO-10-008,Kabupaten Poso,PSO,10,TENTENA SELATAN,KEL. POSO,KEC. POSO,POSO,"MILLER, RAMIREZ AND HOLT",100000013128
PSO-10-009,Kabupaten Poso,PSO,10,JL. TRANSULAWESI PARIGI-POSO,KEL. POSO,KEC. POSO,POSO,MELTON LLC,100000013130
PSO-10-010,Kabupaten Poso,PSO,10,JL.TOPAKU RT.09 DUSUN 01 DESA PEURA,DS PEURA,PAMONA PUSALEMBA,POSO,"MASON, JONES AND BROWN",100000053433
PSO-10-011,Kabupaten Poso,PSO,10,JL.KABUPATEN RT.06 DUSUN 1 DESA MAHOLO,DS MAHOLO,LORE TIMUR,POSO,JOHNSON GROUP,100000053446
PSO-10-012,Kabupaten Poso,PSO,10,JL.TRANS SULAWESI DESA TOWU,DS TOWU,POSO PESISIR,POSO,"PARKER, VAUGHAN AND WARNER",100000057838
PSP-01-001,Kabupaten Tapanuli Selatan,PSP,1,JL SI PUPUS BALIMBING,DESA SIPUPUS LOMBANG,KEC. PADANG BOLAK JULU GUNUNG TUA,TAPANULI SELATAN,INGRAM AND SONS,100000000646
PSP-01-002,Kabupaten Tapanuli Selatan,PSP,1,JALAN PASAR MEMANCAR,DESA MARANCAR HULU,KECAMATAN MARANCAR,TAPANULI SELATAN,TUCKER-WEAVER,100000000647
PSP-01-003,Kabupaten Tapanuli Selatan,PSP,1,JLN. SIMPANG BARINGIN,DESA TANDOAN LAUT,ANGKOLA SANGKUNUR,TAPANULI SELATAN,"HAMILTON, MILLER AND BENSON",100000000648
PSP-01-004,Kabupaten Tapanuli Selatan,PSP,1,JL. TAM-TOM ANGKOLA,DESA AEK PARUPUK,TAM-TOM ANGKOLA,TAPANULI SELATAN,TANNER-OLIVER,100000000649
PSP-01-005,Kabupaten Tapanuli Selatan,PSP,1,DESA RANIATE,DESA RANIATE,ANGKOLA SANGKUNUR,TAPANULI SELATAN,"SINGH, GONZALES AND ERICKSON",100000000650
PSP-01-006,Kota Padang Sidempuan,PSP,1,JL PANTAI BARAT,DESA TABUYUNG,KEC MUARA BATANG GAD,"PADANG SIDEMPUAN, KOTA",BARR-WOODS,100000002905
PSP-01-007,Kabupaten Tapanuli Selatan,PSP,1,"DESA SIMANOSOR TAPUS,",KEL. DESA SIMANOSOR TAPUS,KEC. SAIPAR DOLOK HOLE,TAPANULI SELATAN,JOHNSON LLC,100000002908
PSP-01-008,Kabupaten Tapanuli Selatan,PSP,1,"JL. SIMP. HAJORAN LINK. I,",KEL. PASAR GUNUNG TUA,KEC. PADANG BOLAK,TAPANULI SELATAN,"WARNER, MARKS AND COOK",100000002909
PSP-01-009,Kabupaten Tapanuli Selatan,PSP,1,DESA PANGIKIRAN,DESA PANGIKIRAN,KEC. HALONGONAN,TAPANULI SELATAN,MORGAN-LEWIS,100000005421
PSP-01-010,Kabupaten Tapanuli Selatan,PSP,1,"DESA SITURE,","DESA SITURE,",KEC. BATANG ANGKOLA,TAPANULI SELATAN,NOLAN PLC,100000005847
PSP-01-011,Kabupaten Tapanuli Selatan,PSP,1,DESA HUTARAJA KEC.MUARA BATANG TORU,DS HUTARAJA,MUARA BATANG TORU,TAPANULI SELATAN,"ARNOLD, COOPER AND GIBSON",100000005925
PSP-01-012,Kabupaten Tapanuli Selatan,PSP,1,"JALAN UMUM SIALI-ALI,","DESA SIALI-ALI,",KECAMATAN LUBUK BARUMUN,TAPANULI SELATAN,"PRUITT, JACKSON AND HUGHES",100000006781
PSP-01-013,Kabupaten Tapanuli Selatan,PSP,1,JL. P. SIDEMPUAN,TAPANULI SELATAN,TAPANULI SELATAN,TAPANULI SELATAN,"BAIRD, FRANCO AND GOLDEN",100000013134
PSP-01-014,Kabupaten Tapanuli Selatan,PSP,1,DESA SUMURAN,DESA SUMURAN,KEC. SUMURAN,TAPANULI SELATAN,HANSEN AND SONS,100000013135
PSP-01-015,Kabupaten Tapanuli Selatan,PSP,1,DESA PAL XI PSP TIMUR,DESA PAL XI,KEC. PAL XI,TAPANULI SELATAN,"DENNIS, MICHAEL AND WILKINS",100000013136
PSP-01-016,Kabupaten Tapanuli Selatan,PSP,1,JL. VETERAN LINGKUNGAN III,KEL. PASAR SIBUHUAN,KEC BARUMUN,TAPANULI SELATAN,"SHAW, WADE AND WEST",100000014771
PSP-01-017,Kabupaten Tapanuli Selatan,PSP,1,JL. MUARA AMPOLU LINGKUNGAN I KELURAHAN,MUARA AMPOLU,MUARA BATANG TORU,TAPANULI SELATAN,GARCIA GROUP,100000035397
PSP-01-018,Kabupaten Tapanuli Selatan,PSP,1,JL. LOBU LAYAN DUSUN TANJUNG ALE DESA SI,SIALOGO,ANGKOLA BARAT,TAPANULI SELATAN,HERNANDEZ LTD,100000035411
PSP-01-019,Kota Padang Sidempuan,PSP,1,JL. HUTA PADANG DESA JURING LOMBANG KEC.,JURING LOMBANG,ANGKOLA JULU,"PADANG SIDEMPUAN, KOTA","BROWN, RUIZ AND CHRISTIAN",100000051023
PSP-01-020,Kabupaten Tapanuli Selatan,PSP,1,JL. RAYA PADANG SIDIMPUAN DESA SIMATORKI,SIMATORKIS,SIMATORKIS,TAPANULI SELATAN,HAYES-DUNCAN,100000054020
PSP-01-021,Kabupaten Tapanuli Selatan,PSP,1,LINGKUNGAN IV KEL.SAYUR MATINGGI,SAYUR MATINGGI,SAYUR MATINGGI,TAPANULI SELATAN,"THOMPSON, WELLS AND RUIZ",100000059129
PSR-07-001,Kabupaten Pasuruan,PSR,7,JL. GONDANG Â€“ GRATI,GRATI,GRATI,PASURUAN,HARPER PLC,100000000651
PSR-07-002,Kabupaten Pasuruan,PSR,7,DESA SUNG KULON,DESA SUNG KULON,KECAMATAN POHJENTREK,PASURUAN,BAILEY INC,100000000652
PSR-07-003,Kabupaten Pasuruan,PSR,7,LINK.AWAL INDAH RT.001 RW.001,DESA BAYEMAN,KEC.GONDANG WETAN,PASURUAN,CURTIS INC,100000000653
PSR-07-004,Kabupaten Pasuruan,PSR,7,"DSN GENDANG LEGI RT,02 RW.11",DESA CANGKRING,KEC.BEJI,PASURUAN,BELL LLC,100000000654
PSR-07-005,Kabupaten Pasuruan,PSR,7,DUSUN CURAH BUNTUNG RT 4 RW 4,DESA SUMBER PITU,SUMBER PITU,PASURUAN,RHODES GROUP,100000002895
PSR-07-006,Kabupaten Pasuruan,PSR,7,JL. KEMARI DSN KEMIRI,KEL. WONOKOYO BEJI,PASURUAN,PASURUAN,"OLSON, REYES AND MOSLEY",100000002896
PSR-07-007,Kabupaten Pasuruan,PSR,7,DSN.BAMBON RT.02 RW.05,DESA TREWANG,KEC.GRATI,PASURUAN,"FISHER, LYNCH AND WHITE",100000002910
PSR-07-008,Kabupaten Pasuruan,PSR,7,JL.SENGON AGUNG RT.03 RW.04,DESA SENGONAGUNG,KEC.PURWOSARI,PASURUAN,"CLAYTON, SANTOS AND STEVENS",100000002911
PSR-07-009,Kabupaten Pasuruan,PSR,7,JL.PEGADAIAN DUSUN KEBONWAGEN RT04 RW11,TEJOWANGI,PURWOSARI,PASURUAN,PERRY PLC,100000002912
PSR-07-010,Kabupaten Pasuruan,PSR,7,DUSUN WONOANYAR RT 04 RW 09,KEL. KARANGJATI ANYAR,KEC. WONOREJO,PASURUAN,"STAFFORD, REID AND RIVERA",100000002913
PSR-07-011,Kabupaten Pasuruan,PSR,7,"JALAN PURWOASRI-GEMPOL,","KEL. KEPULUNGAN,",KEC. GEMPOL,PASURUAN,"GALVAN, SOLIS AND BROWN",100000003955
PSR-07-012,Kabupaten Pasuruan,PSR,7,RANDUPITU GEMPOL (PANDAAN-GN GANGSIR),RANDUPITU,GEMPOL,PASURUAN,"MEYER, OSBORN AND EVANS",100000005006
PSR-07-013,Kabupaten Pasuruan,PSR,7,"RT 25/ RW 10, KEDAWANG,",DSN SUMUR LECEN,KEC. NGULING,PASURUAN,NUNEZ-WILLIAMS,100000006324
PSR-07-014,Kabupaten Pasuruan,PSR,7,"KARANG PANDAN RT 002 RW 004,","DESA KARANG PANDAN,",KEC. REJOSO,PASURUAN,KAUFMAN-TAYLOR,100000006325
PSR-07-015,Kabupaten Pasuruan,PSR,7,JOYOMULYO RT01 RW07,DESA KEDAWUNG KULON,KEC.GRATI,PASURUAN,HAMPTON PLC,100000006326
PSR-07-016,Kabupaten Pasuruan,PSR,7,"RT 3/RW3 SAMBISIRAH, WONOREJO PASURUAN",SAMBISIRAH,WONOREJO,PASURUAN,GARDNER-NORMAN,100000010770
PSR-07-017,Kabupaten Pasuruan,PSR,7,JL. RAYA PURWOSARI RT : 002 RW : 002,PURWOSARI,PURWOSARI,"PASURUAN, KOTA",REESE-MILLER,100000012402
PSR-07-018,Kabupaten Pasuruan,PSR,7,JL. TLOGOSARI RT01 RW01,DESA TLOGOSARI,KEC. TOSARI,"PASURUAN, KOTA","THOMPSON, ROBERTS AND CHANG",100000013123
PSR-07-019,Kabupaten Pasuruan,PSR,7,JL. JAMBU 1 RT03 RW02,DESA PANDAAN,KEC. PANDAAN,"PASURUAN, KOTA",ROBLES AND SONS,100000013124
PSR-07-020,Kabupaten Pasuruan,PSR,7,JL. WIJAYA KUSUMA RT02 RW03,DESA PRIGEN,KEC. PRIGEN,"PASURUAN, KOTA",RAMIREZ GROUP,100000013126
PSR-07-021,Kabupaten Pasuruan,PSR,7,RT.07 RW.14,DS. POH GADING,KEC. PASERPAN,PASURUAN,"JACKSON, HAWKINS AND KING",100000014772
PSR-07-022,Kabupaten Pasuruan,PSR,7,JL. SUKARNO DUSUN PADANG REJO RT01/RW02,KEL GADING REJO,KEC. GADING REJO,PASURUAN,"WEBSTER, GUERRA AND GALLAGHER",100000019524
PSR-07-023,Kabupaten Pasuruan,PSR,7,DUSUN GEMPOL DESA KEJAPANAN KEC. PANDAAN,KEJAPANAN,PANDAAN,PASURUAN,LEON INC,100000038803
PSR-07-024,Kabupaten Pasuruan,PSR,7,DUSUN PAKEBO KEL.ORO-ORO KULON KEC.REMBA,ORO-ORO KULON,REMBANG,PASURUAN,NEWMAN LTD,100000054391
PSW-10-001,Kabupaten Buton,PSW,10,JL POROS MAWASANGKA,DS KENAPANAPA,MAWASANGKA,BUTON,"MILLER, LOPEZ AND ROGERS",100000000319
PSW-10-002,Kabupaten Buton,PSW,10,DSN. MATANAUWE,DS. MATANAUWE,KEC. SIOTAPINA,BUTON,WONG-DAVIS,100000000320
PSW-10-003,Kabupaten Buton,PSW,10,DESA SWANDALA,DESA SWANDALA,KEC.LASALEMO,BUTON,"WILSON, LEE AND KENT",100000001120
PSW-10-004,Kabupaten Buton,PSW,10,DUSUN AMBUA INDAH,DESA KUMBEWAHA,KEC.SIOTAPINA,BUTON,NGUYEN PLC,100000001121
PSW-10-005,Kabupaten Buton,PSW,10,DESA KAKENAWE,DESA KAKENAWE,KEC.LASALEMO,BUTON,"POWELL, KANE AND HUGHES",100000001122
PSW-10-006,Kabupaten Buton,PSW,10,DUSUN KALOLOGI,DESA MBANUA,KEC. SIOMPU BARAT,BUTON,DAVIS LTD,100000001123
PSW-10-007,Kabupaten Buton,PSW,10,"JL. POROS JAYA BAKTI,","DESA JAYA BAKTI,",KEC. SAMPOLAWA,BUTON,WILSON-BERRY,100000002918
PSW-10-008,Kabupaten Buton,PSW,10,JL. POROS LASALLIMU DSN WAOLE,DESA WOLOWA,KEC. WOLOWA,BUTON,NELSON GROUP,100000002919
PSW-10-009,Kabupaten Buton,PSW,10,WASILOMATA I BUTON,DESA WADO,WADO,BUTON,ANDERSON GROUP,100000002920
PSW-10-010,Kabupaten Buton,PSW,10,"JL. POROS LAPANDEWA,","DUSUN SEMPA SEMPA,",KEC. LAPANDEWA MAKMUR,BUTON,ADAMS GROUP,100000005044
PSW-10-011,Kabupaten Buton,PSW,10,"JL. POROS TOGOMANGURA,",DESA. TOGOMANGURA,KEC LASALIMU,BUTON,STEPHENS AND SONS,100000005046
PSW-10-012,Kabupaten Buton,PSW,10,DUSUN TODANGA DESA TODANGA,DS TODANGA,KAPONTORI,BUTON,OWENS-ALVAREZ,100000057828
PSW-10-013,Kabupaten Buton,PSW,10,JL.DELIMA DESA SIOMANURU,DS SIOMANURU,LASALIMU SELATAN,BUTON,"BAKER, CARTER AND MILLER",100000057863
PTI-06-001,Kabupaten Pati,PTI,6,DKH JIWO RT.01/RW.03,KEL. JRAHI,KEC.GUNUNG WUNGKAL,PATI,GORDON-ROBERTSON,100000000658
PTI-06-002,Kabupaten Pati,PTI,6,DS. GUWO RT01 RW01,KEL. KETANGGAN,KEC. TLOGOWUNGU,PATI,BROWN-DORSEY,100000002921
PTI-06-003,Kabupaten Pati,PTI,6,JL. REJO AGUNG RT 04 / RW 01,KEL. REJOAGUNG,KEC. TRANGKIL,PATI,STANLEY PLC,100000002922
PTI-06-004,Kabupaten Pati,PTI,6,JL. DESA PLANGITAN RT 10 / RW 04,KEL. PATI KIDUL,KEC. PATI,PATI,"COOPER, MOORE AND BAUER",100000002924
PTI-06-005,Kabupaten Pati,PTI,6,RT.3 RW.3,DS. ALASDOWO,KEC.DUKUHSETI,PATI,FERGUSON-FIELDS,100000002925
PTI-06-006,Kabupaten Pati,PTI,6,RT.03/III,DS.SUMBERSARI,"KEC. KAYEN,",PATI,"BATES, MULLINS AND REESE",100000002927
PTI-06-007,Kabupaten Pati,PTI,6,RT07 RW 2,DESA KARANGWOTAN,KEC PUCAKWANGI,PATI,"WHITEHEAD, WALLACE AND HUNTER",100000002928
PTI-06-008,Kabupaten Pati,PTI,6,GAJAHMATI RT.04 RW.02,KEL. GAJAHMATI,KEC. PATI PATI,PATI,CARLSON LLC,100000002929
PTI-06-009,Kabupaten Pati,PTI,6,DKH SIRAHAN JAMBU,DS. SIRAHAN,KEC. CLUWAK,PATI,"BRYANT, GRIFFITH AND BROWN",100000005466
PTI-06-010,Kabupaten Pati,PTI,6,"RT. 001 / RW. 001 DUKUH KARANGDOWO,","DESA KUTOHARJO,",KEC. PATI,PATI,"WILSON, MOORE AND FOSTER",100000015259
PTI-06-011,Kabupaten Pati,PTI,6,"JL. RAYA PATI-PURWODADI, RT.16/RW.03",KEL. PANJUNAN,KEC. PATI,PATI,BOOTH LLC,100000015260
PTI-06-012,Kabupaten Pati,PTI,6,DESA TRIGUNO RT 06 RW 01,DESA TRIGUNO,KECAMATAN PUCAKWANGI,PATI,"BERRY, ANDERSEN AND HARPER",100000024394
PTI-06-013,Kabupaten Pati,PTI,6,DUSUN DAMPIT RT 02 RW 01 DESA SUMUR KEC,SUMUR,CELUA,PATI,JOHNSON-ROSE,100000051306
PTK-09-001,Kota Pontianak,PTK,9,JL. RE MARTADINATA PTK,PONTIANAK,PONTIANAK,"PONTIANAK, KOTA","WONG, HOWARD AND PARRISH",100000002930
PTK-09-002,Kota Pontianak,PTK,9,JL. JEND. AHMAD YANI RT. 32 RW. 12,KEL. PASI,PONTIANAK,"PONTIANAK, KOTA",LUNA AND SONS,100000002931
PTK-09-003,Kota Pontianak,PTK,9,"JL. URAY BAWADI, GANG BUDI SETYA,",SEI BANGKOK,SEI BANGKOK,"PONTIANAK, KOTA",MILLS-JACKSON,100000002933
PTK-09-004,Kota Pontianak,PTK,9,JL. DR. WAHIDIN SUDIROHUSODO RT.02 RW.34,KEL. SEI JAWI,KEC. PONTIANAK KOTA,"PONTIANAK, KOTA",HICKMAN-WHITE,100000004938
PTK-09-005,Kota Pontianak,PTK,9,JL. TANJUNG RAYA 2 GG THAMRIN RT 03/07,KEL. BANJAR SERASAN,PONTIANAK,PONTIANAK,HERNANDEZ-HAWKINS,100000005418
PTK-09-006,Kota Pontianak,PTK,9,JL. SEI RAYA DALAM/ SONORA,SONORA,KEC SEI RAYA,PONTIANAK,SMITH-ATKINSON,100000005809
PTK-09-007,Kota Pontianak,PTK,9,JL. SUNGAI RAYA DALAM II/40,KEL. BANGKA BELITUNG,KEC. PONTIANAK SELATAN,"PONTIANAK, KOTA",HUGHES-AUSTIN,100000006447
PTK-09-008,Kota Pontianak,PTK,9,"JL. YAM SABRAN,","KEL. TANJUNG HULU,","KEC. PONTIANAK TIMUR,","PONTIANAK, KOTA",ROGERS GROUP,100000007884
PTK-09-009,Kota Pontianak,PTK,9,DESA SUNGAI BUNDUNG,DESA SUNGAI BUNDUNG,KEC SUNGAI KUNYIT,PONTIANAK,ALVAREZ LTD,100000013149
PTK-09-010,Kota Pontianak,PTK,9,JL ANJUNGAN,DS. MOTTON TINGI,KEC. ANJUNGAN,PONTIANAK,BROWN LLC,100000013150
PTK-09-011,Kota Pontianak,PTK,9,DESA PINYUH,DESA PINYUH,PONTIANAK,PONTIANAK,GOMEZ-MARTINEZ,100000013153
PTS-09-001,Kabupaten Kapuas Hulu,PTS,9,SIDOMULYO RT. 19 RW. 04,KEL. WARNA SARI,KEC. KAPUAS,KAPUAS HULU,CARTER PLC,100000000663
PTS-09-002,Kabupaten Kapuas Hulu,PTS,9,JL.DOGOM RT.01/RW.01,KAPUAS HULU,KAPUAS HULU,KAPUAS HULU,"MILLER, KELLY AND INGRAM",100000000664
PTS-09-003,Kabupaten Kapuas Hulu,PTS,9,"JL. RAYA LINTAS UTARA, RT.01 RW.01,","DUSUN SUNGAI ANTU,",KEC. PURING KENCANA,KAPUAS HULU,GEORGE-SCHMIDT,100000006139
PTS-09-004,Kabupaten Kapuas Hulu,PTS,9,RT.003 / RW.002,DESA MIAU MERAH,KECAMATAN SILAT HILIR,KAPUAS HULU,FISCHER-CHAMBERS,100000007865
PTS-09-005,Kabupaten Kapuas Hulu,PTS,9,RT.004 / RW.002,DESA SAYUT,KEC. PUTUSIBAU SELATAN,KAPUAS HULU,JOHNSON-DAVIS,100000007868
PTS-09-006,Kabupaten Kapuas Hulu,PTS,9,DUSUN RANYAI TENGAH,DESA RANYAI,KECAMATAN SEBERUANG,KAPUAS HULU,CARTER INC,100000007870
PTS-09-007,Kabupaten Kapuas Hulu,PTS,9,DSN SUI RIUNG RT02 RW 02. KAPUAS HULU,KEL. KAPUAS HULU,KEC. NANGA TAPUI,KAPUAS HULU,BRADLEY GROUP,100000013154
PWD-06-001,Kabupaten Grobogan,PWD,6,"DSN. PANCAN RT. 06 / RW. 06,","KEL. GETAS REJO,",KEC. GETAS REJO,GROBOGAN,PERKINS GROUP,100000000667
PWD-06-002,Kabupaten Grobogan,PWD,6,"JL.KALONGAN KRAJAN, PEGUNTING RT05/RW01",KRAJAN,KRAJAN,GROBOGAN,"LAMBERT, LAM AND RICHARDSON",100000002947
PWD-06-003,Kabupaten Grobogan,PWD,6,"DUSUN NGOMBAK, RT.3 RW.2",DS. KEDUNGJATI,GROBOGAN,GROBOGAN,GAMBLE-HANSEN,100000002948
PWD-06-004,Kabupaten Grobogan,PWD,6,DUSUN TEMON RT. 01 RW. 01,DESA TEMON,KEC. BERATI,GROBOGAN,SMITH LLC,100000002949
PWD-06-005,Kabupaten Grobogan,PWD,6,JLN. USAHA,"KEL. PURWODADI,",KEC. PURWODADI,GROBOGAN,"RAMIREZ, HAWKINS AND FARMER",100000014775
PWD-06-006,Kabupaten Grobogan,PWD,6,DUKUH MANGSULAN RT.04 RW.04,JAMBON,PULUKULON,GROBOGAN,WHITE-CAMPBELL,100000047478
PWD-06-007,Kabupaten Grobogan,PWD,6,RT.01/04  SINDUREJO TOROH GROBOGAN,SINDUREJO,TOROH,GROBOGAN,PALMER GROUP,100000055291
PWK-04-001,Kabupaten Purwakarta,PWK,4,JL. RAYA BABAKAN CIKAO RT 02 / 03,DESA CIKAO BANDUNG,KEC. JATI LUHUR,PURWAKARTA,"MCCLAIN, WEBER AND NOBLE",100000000669
PWK-04-002,Kabupaten Purwakarta,PWK,4,"JL. MARGA SALUYU I, RT 01/01",DS. CISARUA,KEC. TEGALWARU,PURWAKARTA,CHERRY LLC,100000000670
PWK-04-003,Kabupaten Purwakarta,PWK,4,KP. KALI JURANG  RT. 01/02,DS. PURWASARI,KEC. PURWASARI,PURWAKARTA,SCHWARTZ LTD,100000002955
PWK-04-004,Kabupaten Purwakarta,PWK,4,JL. LURAH KAWI,DESA CIKEM BANDUNG,KEC. JATILUHUR,PURWAKARTA,"GORDON, CARLSON AND BURKE",100000002957
PWK-04-005,Kabupaten Purwakarta,PWK,4,JL. BASUKI RAHMAT,KEL. SINDANG KASIH,KEC. PURWAKARTA,PURWAKARTA,HICKS-JORDAN,100000002959
PWK-04-006,Kabupaten Purwakarta,PWK,4,JL IPIK GANDAMANAH SUKAMULYA RT.01 RW.05,KEL. CISERUEH,KEC. PURWAKARTA,PURWAKARTA,JONES-GROSS,100000006483
PWK-04-007,Kabupaten Purwakarta,PWK,4,"JL. RAYA PRWAKARTA - CIKAMPEK,RT. 02",DESA CIBUNGUR,PURWAKARTA,PURWAKARTA,GARCIA INC,100000007302
PWK-04-008,Kabupaten Purwakarta,PWK,4,JL. RAYA SUBANG RT.03/RW.01,"KEL. CIBATU,",KEC. CIBATU,PURWAKARTA,WHITE-THOMAS,100000007786
PWK-04-009,Kabupaten Purwakarta,PWK,4,KP.KRAJAN RT.007/02,DS.TARINGGUL LANDEUH,KEC.KIARA PEDES,PURWAKARTA,"SANCHEZ, KELLY AND JONES",100000007836
PWK-04-010,Kabupaten Purwakarta,PWK,4,JL. RAYA CIKALONG,CIKALONG,PURWAKARTA,PURWAKARTA,MATA-ADAMS,100000013162
PWK-04-011,Kabupaten Purwakarta,PWK,4,JL. VETERAN RT. 086 RW. 011,KEL. NAGRI KALER,KEC. PURWAKARTA,PURWAKARTA,DECKER-BISHOP,100000014776
